"result_container--right-title","result_container--right-title href","result_container--right-location","result_container--right-location href","result_container--right-location 2","result_container--right-location 3","result_container--right-location href 2","result_container--right-location 4","result_container--right-contactname","result_container--right-contactno","result_container--right-desc","result_container--right-desc 2","product-margin"
"NABHI CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/nabhi-chemicals-thane-151966.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421201","https://www.indianindustriesdirectory.com/pincode/thane/421201/chemicals.html",",INDIA","Contact Person: MR. SITANSHU DOSHI","Tel No. 0 - 9223433514","Chemical Powder, Chemicals Compound, Agro Chemicals, Industrial Chemical, Water Treatment Chemical,","...More","Send Enquiry"
"SIDDHI ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/siddhi-enterprises-kolhapur-148059.html","KOLHAPUR","https://www.indianindustriesdirectory.com/district/kolhapur/chemicals.html","-","416012","https://www.indianindustriesdirectory.com/pincode/kolhapur/416012/chemicals.html",",INDIA","Contact Person: MR. K. PATIL","Tel No. 0 - 9011181199","Chemicals Manufacturer.","...More","Send Enquiry"
"PRECILAB REAGENTS AND CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/precilab-reagents-and-chemicals-pvtltd-thane-148651.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421506","https://www.indianindustriesdirectory.com/pincode/thane/421506/chemicals.html",",INDIA","Contact Person: DR. SHIVKUMAR PRAJAPATI","Tel No.  - 9322268361","Clinical Reagents, Biochemistry IVD Kits and Hematology Reagents,","...More","Send Enquiry"
"METCHEM PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/metchem-pvtltd-palghar-150613.html","PALGHAR","https://www.indianindustriesdirectory.com/district/palghar/chemicals.html","-","401202","https://www.indianindustriesdirectory.com/pincode/palghar/401202/chemicals.html",",INDIA","Contact Person: MR.CHIRAG BOTADARA","Tel No. 0 - 9764256306 / 9422685501","Import & Distribution of vide range of Chemicals , API’s , Intermediate, Excepient, Oil & Gas field","...More","Send Enquiry"
"LABTECH SCIENTIFIC EQUIPMENT AND CHEMICAL SUPPLIERS","https://www.indianindustriesdirectory.com/companyinfo/labtech-scientific-equipment-and-chemical-suppliers-hyderabad-142726.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","507001","https://www.indianindustriesdirectory.com/pincode/hyderabad/507001/chemicals.html",",INDIA","Contact Person: MR. THOTA RAMESH","Tel No. 08742 - 236129, 9399377888","Deals In All Kinds Of Scientific Equipments And Chemicals.","...More","Send Enquiry"
"TIRUPATI SCIENTIFIC AND CHEMICAL COMPANY","https://www.indianindustriesdirectory.com/companyinfo/tirupati-scientific-and-chemical-company-delhi-142122.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110007","https://www.indianindustriesdirectory.com/pincode/delhi/110007/chemicals.html",",INDIA","Contact Person: MR. RAKESH GUPTA","Tel No.  - 9818002270","Manufacturer & Supplier of all types of Laboratory Equipment, Scientific Instruments, Chemicals, Gla","...More","Send Enquiry"
"RAMA CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/rama-chemicals-delhi-143194.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110005","https://www.indianindustriesdirectory.com/pincode/delhi/110005/chemicals.html",",INDIA","Contact Person: MR. NEERAJ GARG","Tel No.  - 9958454688","MDC, IPA, Ethyl Acetate, Toulene, DMF, Acetone, Methanol and all kind of Industrial Chemicals.","...More","Send Enquiry"
"TEJA METALLURGICALS AND CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/teja-metallurgicals-and-chemicals-chennai-138214.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600017","https://www.indianindustriesdirectory.com/pincode/chennai/600017/chemicals.html",",INDIA","Contact Person: MR. DHAYAKARAN T. V.","Tel No. 044 - 28154586 / 28154459 / 9490949096","Leading Manufacturers, Exporters And Suppliers Of Hexa Chloroethane, Degassers, Nucleants, Non Ferro","...More","Send Enquiry"
"DIP CHEM INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/dip-chem-industries-mumbai-139074.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400067","https://www.indianindustriesdirectory.com/pincode/mumbai/400067/chemicals.html",",INDIA","Contact Person:  MR. BHARAT T. SHAH (MD)","Tel No. 022 - 28071001 | 28078328","Manufacturers, Representative, Suppliers & Exporters of Pharmaceuticals & Chemicals","...More","Send Enquiry"
"NOVA CHEMICALS AND TRADING CO","https://www.indianindustriesdirectory.com/companyinfo/nova-chemicals-and-trading-co-mumbai-141738.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400093","https://www.indianindustriesdirectory.com/pincode/mumbai/400093/chemicals.html",",INDIA","Contact Person: MR. NIKHIL KHADGI","Tel No.  - 9372307915","Water Treatment Service and Technical Support, Laboratory Chemicals, Equipments Labortory Scientific","...More","Send Enquiry"
"V.J. CORPORATION","https://www.indianindustriesdirectory.com/companyinfo/vj-corporation-mumbai-144135.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400078","https://www.indianindustriesdirectory.com/pincode/mumbai/400078/chemicals.html",",INDIA","Contact Person: MR. ANKUR DOSHI  /  MR. VASANT DOSHI","Tel No. 022 - 25959680 / 25959681","Dealing in Acids and Chemicals.","...More","Send Enquiry"
"ARCH CORROSION AND CHEMICAL PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/arch-corrosion-and-chemical-pvtltd-raigad-137281.html","RAIGAD","https://www.indianindustriesdirectory.com/district/raigad/chemicals.html","-","402309","https://www.indianindustriesdirectory.com/pincode/raigad/402309/chemicals.html",",INDIA","Contact Person:","Tel No.  - 8108600586","Manufacture of Chemical and Solvents.","...More","Send Enquiry"
"NAVKAR IMPEX","https://www.indianindustriesdirectory.com/companyinfo/navkar-impex-thane-138735.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421201","https://www.indianindustriesdirectory.com/pincode/thane/421201/chemicals.html",",INDIA","Contact Person: MR. ANKIT SHAH","Tel No.  - 9223434123","Manufacturing, Trading and Supplying of Organic Chemicals, Common Purpose Chemicals, Caustic Potash","...More","Send Enquiry"
"UTTAM CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/uttam-chemicals-mumbai-142186.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400092","https://www.indianindustriesdirectory.com/pincode/mumbai/400092/chemicals.html",",INDIA","Contact Person: MR. JAYESH MUNI","Tel No.  - 9223433605","Manufacturer of Chemical, Industrial Chemical, Solvents.","...More","Send Enquiry"
"SOFINE CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/sofine-chemicals-hyderabad-137472.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500008","https://www.indianindustriesdirectory.com/pincode/hyderabad/500008/chemicals.html",",INDIA","Contact Person:","Tel No.  - 9177937784","Wholesaler Chemicals.","...More","Send Enquiry"
"SUNIL CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/sunil-chemicals-kolkata-146017.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700001","https://www.indianindustriesdirectory.com/pincode/kolkata/700001/chemicals.html",",INDIA","Contact Person: MR. LALIT KUMAR (PROPRIETOR)","Tel No. 033 - 22107558/59","Leading Importer, Stockist and Supplier of Chemicals and Acids.","...More","Send Enquiry"
"VIRESH CHEMCIALS","https://www.indianindustriesdirectory.com/companyinfo/viresh-chemcials-mumbai-138590.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400002","https://www.indianindustriesdirectory.com/pincode/mumbai/400002/chemicals.html",",INDIA","Contact Person: MR. HARISH SHAH","Tel No. 022 - 22084064","Chemical Dealers , Lab Chemical Dealers","...More","Send Enquiry"
"INDRANEEL CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/indraneel-chemicals-thane-139958.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421203","https://www.indianindustriesdirectory.com/pincode/thane/421203/chemicals.html",",INDIA","Contact Person: MR. DEEPAK KALYAN DESHPANDE","Tel No.  - 9869519029","Dealers of Dyes and Pigment, Chemicals, Pigment Colour.","...More","Send Enquiry"
"RAJA ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/raja-enterprises-satara-140137.html","SATARA","https://www.indianindustriesdirectory.com/district/satara/chemicals.html","-","415004","https://www.indianindustriesdirectory.com/pincode/satara/415004/chemicals.html",",INDIA","Contact Person: MR.RAJA RANADE","Tel No. 02162 - 244384/9822555384","Industrial Suppliers, Foundry & Rubber Chemicals, Manufacturer's Representatives, Dealers in all Kin","...More","Send Enquiry"
"SALMA INTERNATIONAL","https://www.indianindustriesdirectory.com/companyinfo/salma-international-chennai-142112.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600010","https://www.indianindustriesdirectory.com/pincode/chennai/600010/chemicals.html",",INDIA","Contact Person:","Tel No. 044 - 26426063, 26427547","Raw Materials, Chemicals, Speciality Chemicals, Tannery Machinery, Shoe Industry, Color Matching, Tr","...More","Send Enquiry"
"OREX PHARMA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/orex-pharma-pvtltd-thane-145857.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","400601","https://www.indianindustriesdirectory.com/pincode/thane/400601/chemicals.html",",INDIA","Contact Person: MR. ANJU NAIR","Tel No. 022 - 25365317 / 25333379","Manufacturer and Exporter of API, Intermediates, Solvents and Chemicals, Active Pharmaceutical Ingre","...More","Send Enquiry"
"MANASA AGENCIS","https://www.indianindustriesdirectory.com/companyinfo/manasa-agencis-bangalore-143372.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560085","https://www.indianindustriesdirectory.com/pincode/bangalore/560085/chemicals.html",",INDIA","Contact Person: MS JAYASHREE S.","Tel No. 0 - 9845523106 /9986219214","We Are One Of The Prominent Trader, Supplier, Retailer And Distributer Of An Extensive Variety Of Ph","...More","Send Enquiry"
"CHEMSQUARE AGRO INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/chemsquare-agro-india-pvtltd-pune-137669.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411001","https://www.indianindustriesdirectory.com/pincode/pune/411001/chemicals.html",",INDIA","Contact Person: MR. AKSHAY RAUT","Tel No. 0 - 7620018213","Chemical Dealer.","...More","Send Enquiry"
"ZARLISH POLYCHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/zarlish-polychemicals-pvtltd-palghar-146031.html","PALGHAR","https://www.indianindustriesdirectory.com/district/palghar/chemicals.html","-","401208","https://www.indianindustriesdirectory.com/pincode/palghar/401208/chemicals.html",",INDIA","Contact Person: MR. M J SHAIKH","Tel No.  - 7841966074","Manufacture of Chemicals and Chemical Product.","...More","Send Enquiry"
"FUSAN ORGANICS","https://www.indianindustriesdirectory.com/companyinfo/fusan-organics-chennai-142114.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600044","https://www.indianindustriesdirectory.com/pincode/chennai/600044/chemicals.html",",INDIA","Contact Person:","Tel No. 0 - 9444020561","Manufacturing Of Leather Enzymes, Textile And Leather Auxiliaries , Dye Solution ,PU Binders And Sil","...More","Send Enquiry"
"BHUVI PETROLEUM PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/bhuvi-petroleum-pvtltd-delhi-142736.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110034","https://www.indianindustriesdirectory.com/pincode/delhi/110034/chemicals.html",",INDIA","Contact Person: MR. ANIL SHUKLA","Tel No.  - 9322449266","Base Oil, Paraffinic Base, Naphthenic Base, Lubricants & Greases, Bitumen, Fuel Oil, Rubber Products","...More","Send Enquiry"
"S.R. DRUGS AND INTERMEDIATES PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/sr-drugs-and-intermediates-pvtltd-hyderabad-144900.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","502319","https://www.indianindustriesdirectory.com/pincode/hyderabad/502319/chemicals.html",",INDIA","Contact Person: MR. M. KRUSHNA (DIRECTOR)","Tel No. 08455 - 241374","Leading Manufacturers And Suppliers Of Various Chemicals For Bulk Drugs, Textiles, Dyes And Dyes Int","...More","Send Enquiry"
"TADE POWERTECH INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/tade-powertech-industries-sangli-137883.html","SANGLI","https://www.indianindustriesdirectory.com/district/sangli/chemicals.html","-","416436","https://www.indianindustriesdirectory.com/pincode/sangli/416436/chemicals.html",",INDIA","Contact Person: MR. UMESH BAGARIA","Tel No.  - 9373767646","Traders and Distributers for PVC Pipes, Chemicals.","...More","Send Enquiry"
"CHEMTRADE OVERSEAS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/chemtrade-overseas-pvtltd-mumbai-139073.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400075","https://www.indianindustriesdirectory.com/pincode/mumbai/400075/chemicals.html",",INDIA","Contact Person:","Tel No. 022 - 61447777","Leading And Reputed Importers, Exporters, Indentors & Suppliers Of Chemicals & Pharmaceutical Produc","...More","Send Enquiry"
"IBUY CHEMIKALS","https://www.indianindustriesdirectory.com/companyinfo/ibuy-chemikals-chennai-143664.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600040","https://www.indianindustriesdirectory.com/pincode/chennai/600040/chemicals.html",",INDIA","Contact Person: MR. KESHAV","Tel No.  - 7338820509","Dealers of all Types of Chemicals.","...More","Send Enquiry"
"SAI CHEMIE INC.","https://www.indianindustriesdirectory.com/companyinfo/sai-chemie-inc-raigad-145967.html","RAIGAD","https://www.indianindustriesdirectory.com/district/raigad/chemicals.html","-","410221","https://www.indianindustriesdirectory.com/pincode/raigad/410221/chemicals.html",",INDIA","Contact Person: MS. MEGHA MALBARI","Tel No.  - 7715883466","Manufacturer and Supplier of the Chemical Intermediate.","...More","Send Enquiry"
"CHEMSOL LABS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/chemsol-labs-pvtltd-hyderabad-145594.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500016","https://www.indianindustriesdirectory.com/pincode/hyderabad/500016/chemicals.html",",INDIA","Contact Person: MR. VAMSI KRISHNA VEMULA (MD)","Tel No. 0 - 9848873330","Supplier Of Chemicals, Pharmaceuticals, Intermediates And Minerals.","...More","Send Enquiry"
"JAY INDUSTRIAL CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/jay-industrial-chemicals-pvtltd-thane-140197.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421203","https://www.indianindustriesdirectory.com/pincode/thane/421203/chemicals.html",",INDIA","Contact Person: MR. SANJAY P. JAMDADE","Tel No. 0251 - 2473347","Manufacturer and Dealers of Chemical and Industrial Chemicals, Textile Processing Chemicals, Battery","...More","Send Enquiry"
"IMPEL RASAYAN PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/impel-rasayan-pvt-ltd-sangli-140528.html","SANGLI","https://www.indianindustriesdirectory.com/district/sangli/chemicals.html","-","416416","https://www.indianindustriesdirectory.com/pincode/sangli/%20416416/chemicals.html",",INDIA","Contact Person: MR.VIJAY BHANDARE","Tel No.  - 8975755042","Chemical Manufacturers, Potassium Permanganate,
Sodium Permanganate, Zinc Permanganage","...More","Send Enquiry"
"SAI GAYATRI AND COMPANY","https://www.indianindustriesdirectory.com/companyinfo/sai-gayatri-and-company-hyderabad-144912.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","500055","https://www.indianindustriesdirectory.com/pincode/hyderabad/500055/chemicals.html",",INDIA","Contact Person: MR. VSN RAJU KUCHARLLAPATI (MANAGER)","Tel No. 040 - 32479396, 9348282288","Suppliers of all types of Chemicals","...More","Send Enquiry"
"DECCAN SULPHATE","https://www.indianindustriesdirectory.com/companyinfo/deccan-sulphate-thane-135333.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421503","https://www.indianindustriesdirectory.com/pincode/thane/421503/chemicals.html",",INDIA","Contact Person: MR. JITENDRA BAIRAGI (PROP.)","Tel No.  - 9422092944 / 9226226447","Manufacturer, Exporter, Wholesaler And Supplier Of 
1. Activated Carbon-Powder/Granules
2 Hyflo  S","...More","Send Enquiry"
"KADAAI TECH","https://www.indianindustriesdirectory.com/companyinfo/kadaai-tech-pune-125103.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411057","https://www.indianindustriesdirectory.com/pincode/pune/411057/chemicals.html",",INDIA","Contact Person: MR.  	P MANE (SENIOR MANAGER)","Tel No. 0 - 9764000114","Ammonium Sulphate , Fomramide , Glycol , Used Oil.","...More","Send Enquiry"
"RITU DYE CHEM","https://www.indianindustriesdirectory.com/companyinfo/ritu-dye-chem-delhi-125491.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110006","https://www.indianindustriesdirectory.com/pincode/delhi/110006/chemicals.html",",INDIA","Contact Person: MR. PRANSHU GUPTA","Tel No. 0 - 9999728928","Deal in Chemicals / Dyes / Inks, Intermediates.","...More","Send Enquiry"
"SANMATI CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/sanmati-chemicals-noida-125369.html","NOIDA","https://www.indianindustriesdirectory.com/district/noida/chemicals.html","-","247776","https://www.indianindustriesdirectory.com/pincode/noida/247776/chemicals.html",",INDIA","Contact Person: MR. RAJAT JAIN","Tel No.  - 8476880000","Deals in Chemical.","...More","Send Enquiry"
"SUMA FINE CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/suma-fine-chemicals-pune-125433.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411026","https://www.indianindustriesdirectory.com/pincode/pune/411026/chemicals.html",",INDIA","Contact Person: MR. SUNIL JESWANI","Tel No. 020 - 27110191","Manufacturer and Supplier wide range of Chemicals, Fuel Oil Additives,
Diesel oil Additive and Auto","...More","Send Enquiry"
"M.Y. TEXTILE AND TRADERS","https://www.indianindustriesdirectory.com/companyinfo/my-textile-and-traders-nashik-125553.html","NASHIK","https://www.indianindustriesdirectory.com/district/nashik/chemicals.html","-","423203","https://www.indianindustriesdirectory.com/pincode/nashik/423203/chemicals.html",",INDIA","Contact Person: MR. SHAHID AHMED","Tel No. 0 - 9272339656","Textile Dyes And Chemicals, Reactive Dyes, Vat Dyes, Napthol, Bases, Direct Dyes.","...More","Send Enquiry"
"GALATA CHEMICALS INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/galata-chemicals-india-pvtltd-mumbai-124432.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400059","https://www.indianindustriesdirectory.com/pincode/mumbai/400059/chemicals.html",",INDIA","Contact Person: MS. SHANTI BIRJE","Tel No. 022 - 40320126","Chemical Mfg.","...More","Send Enquiry"
"PARSHV MARKETING","https://www.indianindustriesdirectory.com/companyinfo/parshv-marketing-mumbai-125840.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400101","https://www.indianindustriesdirectory.com/pincode/mumbai/400101/chemicals.html",",INDIA","Contact Person: MR. JAYRAJ  G. MEHTA","Tel No. 022 - 28871215","Commodity Plastics, Engineering Plastics, Chemical.","...More","Send Enquiry"
"GLOBAL KEMYA","https://www.indianindustriesdirectory.com/companyinfo/global-kemya-mangalore-124533.html","MANGALORE","https://www.indianindustriesdirectory.com/district/mangalore/chemicals.html","-","581320","https://www.indianindustriesdirectory.com/pincode/mangalore/581320/chemicals.html",",INDIA","Contact Person: MR. MOHAMMED YUSUF","Tel No. 0 - 9632600138","Chemicals, Polymers.","...More","Send Enquiry"
"CHEMISYN","https://www.indianindustriesdirectory.com/companyinfo/chemisyn-bangalore-128165.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560066","https://www.indianindustriesdirectory.com/pincode/bangalore/560066/chemicals.html",",INDIA","Contact Person: DR. RAJENDRA PATEL","Tel No.  - 9980188546","Pharmaceuticals, Lifesciences, Chemicals, APIs.","...More","Send Enquiry"
"WALTECH CHEMICAL INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/waltech-chemical-industries-kolhapur-128311.html","KOLHAPUR","https://www.indianindustriesdirectory.com/district/kolhapur/chemicals.html","-","416001","https://www.indianindustriesdirectory.com/pincode/kolhapur/416001/chemicals.html",",INDIA","Contact Person: MR. VINOD WALVEKAR","Tel No. 0231 - 2693029","Chemical.","...More","Send Enquiry"
"AMBER ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/amber-enterprises-pune-125026.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411062","https://www.indianindustriesdirectory.com/pincode/pune/411062/chemicals.html",",INDIA","Contact Person: ...","Tel No. 0 - 9665065440","Manufacturer, Supplier Of All Types Of Chemical And Raw Material","...More","Send Enquiry"
"GREEN PYRAMID BIOTECH PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/green-pyramid-biotech-pvtltd-pune-125228.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411008","https://www.indianindustriesdirectory.com/pincode/pune/411008/chemicals.html",",INDIA","Contact Person: MR. SHREERAM JOGLEKAR (MANAGER)","Tel No. 0 - 9765016746","Bioclean (Vegetables and Fruits Cleaning Liquid) .","...More","Send Enquiry"
"ALL AMERICAN PEPTIDE","https://www.indianindustriesdirectory.com/companyinfo/all-american-peptide-india-other-than-125710.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","4284","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/4284/chemicals.html",",OTHER","Contact Person: MR. DARREN KEARNEY","Tel No. 0 - 7188584849","Research Chemicals.","...More","Send Enquiry"
"NAVYUG ACID AND CHEMICAL COMPANY","https://www.indianindustriesdirectory.com/companyinfo/navyug-acid-and-chemical-company-mumbai-127722.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400058","https://www.indianindustriesdirectory.com/pincode/mumbai/400058/chemicals.html",",INDIA","Contact Person: MR. MANOJ SHAH","Tel No. 022 - 26792895","We are Dealing in Acid and Chemical and Solvents.","...More","Send Enquiry"
"HEXON LABORATORIES PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/hexon-laboratories-pvtltd-mumbai-129730.html","NASHIK","https://www.indianindustriesdirectory.com/district/nashik/chemicals.html","-","400004","https://www.indianindustriesdirectory.com/pincode/nashik/400004/chemicals.html",",INDIA","Contact Person: MRPRASHANT MISHRA","Tel No.  - 9850067729/9028003459","Animal Nutrition, Bacteriological Raw Materials, Pure Agricultural Raw Materials,Essential Oils, Ami","...More","Send Enquiry"
"BHUMI CHEM INDIA","https://www.indianindustriesdirectory.com/companyinfo/bhumi-chem-india-mumbai-124986.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400068","https://www.indianindustriesdirectory.com/pincode/mumbai/400068/chemicals.html",",INDIA","Contact Person: MR. HARSH .C. CHAUHAN (PROPRIETOR)","Tel No. 022 - 28937494","Ferric Chloride, Liquid Chemicals, Powder Chemicals, Silicone Tubes, Ferric Alum, Chemical Compound,","...More","Send Enquiry"
"AZTEK PROCESSORS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/aztek-processors-pvtltd-thane-130591.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421294","https://www.indianindustriesdirectory.com/pincode/thane/421294/chemicals.html",",INDIA","Contact Person: MR. AJIT B, NAKER","Tel No.  - 9324034800","Coal, Chemicals, Dyes, Engineering Part Related to Textile Machinery.","...More","Send Enquiry"
"ELEVATE INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/elevate-industries-bhilwara-124249.html","BHILWARA","https://www.indianindustriesdirectory.com/district/bhilwara/chemicals.html","-","301019","https://www.indianindustriesdirectory.com/pincode/bhilwara/301019/chemicals.html",",INDIA","Contact Person: MR. SAMEER GUPTA","Tel No. 011 - 27761496","Anti Moisture Powder Mfg.","...More","Send Enquiry"
"BHAVISHYA PHARMACEUTICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/bhavishya-pharmaceuticals-pvtltd-hyderabad-124843.html","HYDERABAD","https://www.indianindustriesdirectory.com/district/hyderabad/chemicals.html","-","502325","https://www.indianindustriesdirectory.com/pincode/hyderabad/502325/chemicals.html",",INDIA","Contact Person: MR. SAI KRISHNA (DIRECTOR)","Tel No.  - 9122279921","Suppliers of Chemicals, Calcium Sulfate, Potassium Aluminium Sulfate, Industrial Cleaning Chemical.","...More","Send Enquiry"
"NAKSH CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/naksh-chemicals-udaipur-126066.html","UDAIPUR","https://www.indianindustriesdirectory.com/district/udaipur/chemicals.html","-","313001","https://www.indianindustriesdirectory.com/pincode/udaipur/313001/chemicals.html",",INDIA","Contact Person: MR. SHEKHAWAT","Tel No. 0 - 7568636814","Dolomite Powder .","...More","Send Enquiry"
"JSONS CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/jsons-chemicals-satara-126724.html","SATARA","https://www.indianindustriesdirectory.com/district/satara/chemicals.html","-","415505","https://www.indianindustriesdirectory.com/pincode/satara/415505/chemicals.html",",INDIA","Contact Person: MR. KALYAN JADHAV (MD)","Tel No. 0 - 8431352053","Chemicals Mfg.","...More","Send Enquiry"
"ALFA PIGMENT AND CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/alfa-pigment-and-chemicals-pvtltd-kolkata-131080.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700074","https://www.indianindustriesdirectory.com/pincode/kolkata/700074/chemicals.html",",INDIA","Contact Person: MR.KRISHNENDU DEY","Tel No. 033 - 25605156/  25608122 / 22","Clariant, PMC Rubber Chemicals, Zinc Oxide.","...More","Send Enquiry"
"DOMO ENGINEERING PLASTICS INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/domo-engineering-plastics-india-pvtltd-thane-124219.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","400710","https://www.indianindustriesdirectory.com/pincode/thane/400710/chemicals.html",",INDIA","Contact Person: MR. TUSHAR PARIDA","Tel No. 022 - 25862996","Chemicals, Polymers, Engineering Plastics, Nylon Films .","...More","Send Enquiry"
"TEX BIOSCIENCES PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/tex-biosciences-pvtltd-chennai-126374.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600083","https://www.indianindustriesdirectory.com/pincode/chennai/600083/chemicals.html",",INDIA","Contact Person: MR. SARAVANAN","Tel No.  - 7810027448","Specialty Chemicals, Enzymes and Chemical Manufacturing, Bioculture foe ETP / STP / Septic Tanks.","...More","Send Enquiry"
"A.L.A CHEMICALS PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/ala-chemicals-pvt-ltd-thane-127123.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421501","https://www.indianindustriesdirectory.com/pincode/thane/421501/chemicals.html",",INDIA","Contact Person: MR. MUKESH PARDESHI","Tel No. 0251 - 2610045","Inorganic Chemicals, PVC Stabilizer","...More","Send Enquiry"
